"Id","salary"
157,644429.409177596
158,5510422.99630269
159,2878294.01477088
160,693029.42911811
161,711436.460873552
162,644076.124979038
163,727530.18911417
164,646655.55138896
165,1486135.89315011
166,664334.369786937
167,934750.970335355
168,883815.182438588
169,767268.759494419
170,644619.955833367
171,1493740.61825638
172,1180368.86765722
173,2601951.72447233
174,3987386.4349652
175,648528.088076202
176,576764.965977542
177,645242.390732412
178,1751480.16001143
179,643824.950274915
180,582242.316047981
181,670842.275548983
182,691455.575230262
183,2914300.60412992
184,619268.470547818
185,604943.32370325
186,3741529.32880132
187,652787.91399469
188,2493972.26214332
189,674496.936076833
190,3236180.72440452
191,628394.566150918
192,1682296.64967623
193,656657.2606749
194,636688.981399193
195,749581.490484124
196,684352.730901946
197,2483351.43459389
198,4989964.23584711
199,943111.58838275
200,1264561.20732626
201,2809841.22047918
202,1225430.34562815
203,635043.793499795
204,612616.719830856
205,896334.539827364
206,656603.406487262
207,818094.959277733
208,865880.435995362
209,643919.513113949
210,681643.086990037
211,1499772.88054477
212,1200592.02576196
213,607733.951277439
214,881249.839345539
215,747422.165400194
216,1904636.38420145
217,917118.077995462
218,1141754.01568076
219,861998.146975719
220,3355232.05912551
221,2466755.55986642
222,4947360.77089558
223,1192049.00175713
224,1022710.40311195
225,2964556.17787049
226,1287091.89856086
227,1789936.62651791
228,789256.728414354
229,996305.822157067
230,1849504.835874
231,1037323.84814404
232,5400209.76758134
233,615601.237114017
234,4336042.44258877
235,774473.273974142
236,622316.847564411
237,1341165.80450853
238,662159.762157085
239,1395102.58475914
240,618456.954636829
241,1251561.69699005
242,638599.036879282
243,899257.621331694
244,2601802.84385995
245,1211548.73986741
246,689407.149181747
247,1364113.96117901
248,689500.516228193
249,5956580.0497531
250,628979.13955081
251,2250054.15718291
252,1262221.36245669
253,760916.756195185
254,8285309.65175495
255,1003902.59312271
256,637111.121062317
257,1378575.66007251
258,813491.539166052
259,1218966.059368
260,815864.304339251
261,579816.966766935
262,804474.267858748
263,2852111.66597602
264,600355.267054954
265,3603011.214676
266,647933.378754411
267,1927760.39251623
268,1131003.44260178
269,598242.301175771
270,1078544.29833632
271,845120.852385172
272,592346.607989112
273,810633.846215146
274,7697382.9548846
275,785146.469394172
276,1186775.59409272
277,746348.751368166
278,1275093.22789707
279,789213.826029796
280,786340.922834279
281,847168.074003764
282,599395.307531498
283,891459.181747211
284,4285387.06238884
285,617783.762250613
286,635240.652116395
287,654913.630508653
288,620975.233371877
289,764310.990921627
290,676828.235677881
291,3233126.76649387
292,728778.759961143
293,693705.884669965
294,795284.622393755
295,626797.111708191
296,1363393.44160485
297,3443083.43572301
298,709797.112610036
299,647257.729614994
300,2773606.52835942
301,866464.450787115
302,2188872.17440813
303,1854404.16485715
304,807049.289050927
305,599416.458137331
306,7144897.25282744
307,4946247.40785831
308,1054045.25404466
309,3650161.4018827
310,4174757.86183296
311,5647806.09090911
312,725558.235189588
313,1255068.57126943
314,617249.621087337
315,776752.23246014
316,6740664.38939114
317,4206590.13522536
318,609123.051542628
319,620946.215851449
320,3763771.54509076
321,917988.749819281
322,670988.797744114
323,797927.626013724
324,1644956.98430405
325,612390.077874485
326,776291.610987638
327,2243685.81275679
328,1389330.98813364
329,662871.195908865
330,1115738.29709821
331,724261.3045279
332,688115.118129523
333,1187629.27622691
334,658210.911442292
335,3949001.92138666
336,626005.579504049
337,3557759.1649825
338,634284.188841823
339,3544848.74573938
340,634899.065629799
341,810821.726589305
342,3719549.79965185
343,1584940.21184271
344,3705518.62254541
345,1687652.49944637
346,644771.818820345
347,5729468.83077945
348,7150561.85219579
349,1252647.13366059
350,616460.739133349
351,528137.331111613
352,597903.5033257
353,652092.899169597
354,4832773.71760826
355,5065693.63352517
356,3132706.70671997
357,649239.73551403
358,814603.252279361
359,655461.611303597
360,1130804.99596957
361,699140.019805518
362,973149.389986893
363,1555063.08571359
364,625649.268695777
365,1526309.46627627
366,2425614.14605869
367,1208888.41510525
368,992506.777746009
369,5097416.41868477
370,715744.220290425
371,2994759.53190427
372,921855.031141538
373,840459.932214927
374,1377914.51842269
375,1262105.80792931
376,614084.325161053
377,1482148.74639081
378,648707.47340947
379,1416881.71554018
380,874592.888092164
381,1177373.84240338
382,583056.910501725
383,629380.561389271
384,690987.543072129
385,1081383.82470572
386,1786582.07223787
387,1240356.67614059
388,650621.318345413
389,2946334.42442069
390,843426.791558453
391,974696.779511226
392,680152.818113674
393,4870594.02164697
394,4733919.44830784
395,2029062.94399542
396,623974.882783732
397,592666.996161825
398,931555.255810134
399,1994730.66122115
400,1154198.43359531
