"Id","salary"
334,636216.000552242
335,5639069.70610081
336,800740.508419865
337,2078223.78609402
338,667752.128258966
339,2806013.83937733
340,654405.269456804
341,892319.879470285
342,1477944.97758814
343,2052518.87106687
344,3603637.93956628
345,2642763.17929309
346,872890.446815365
347,4460533.5464618
348,6089093.23596259
349,1901903.35049805
350,663050.46027177
351,654936.337122838
352,717191.112175748
353,588189.152436884
354,3192765.03086539
355,2974790.1291772
356,2361841.34567903
357,595442.192381199
358,703753.588558901
359,550210.69855784
360,1143042.82226889
361,752739.386453902
362,900125.219154156
363,924850.237385872
364,560378.226963384
365,2492919.78405419
366,1746669.3417659
367,1235827.9438899
368,722318.890801996
369,3746222.18345365
370,885353.926783955
371,4151621.68043738
372,880069.032730224
373,997617.156166444
374,1453002.38299358
375,1017745.23550988
376,586998.876741705
377,1217960.52315376
378,982646.061355655
379,2366648.94529472
380,1142118.99359482
381,1066913.14801299
382,662251.300394696
383,572763.771780156
384,692635.72617082
385,1103695.65879132
386,2393549.35188078
387,1507427.41604505
388,557146.327331112
389,2506163.30267776
390,898019.156804643
391,1174795.99256116
392,565696.906635414
393,5066713.5557122
394,3589513.86987864
395,2142734.90279839
396,626904.17616543
397,573055.847680824
398,915777.418791905
399,3201051.06673587
400,1182822.51999611
